wdid,structureName,associatedAkas,ciuCode,structureType,waterSource,gnisId,streamMile,porStart,porEnd,division,waterDistrict,subdistrict,county,latdecdeg,longdecdeg,modified,,,,,,DITCH
3807770,SALCOTT RIVER WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.277576,-106.8927,2019-11-27T10:57:41.8400000,,,,,,
3807771,PALMER AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.401043,-107.131081,2013-01-29T11:46:07.8270000,,,,,,
3807772,WEXNER AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.21042,-106.825853,2019-11-27T10:58:11.0030000,,,,,,
3807773,WAGNER WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.411068,-107.108387,2013-01-29T11:46:23.1570000,,,,,,
3807774,BYERS EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,36.79,,,5,38,,PITKIN,39.277984,-106.893128,2012-06-29T10:07:57.3170000,,,,,,
3807775,STARWOOD AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.238913,-106.852767,2019-11-27T10:58:56.8630000,,,,,,
3807776,PDN WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.42123,-107.23762,2013-01-29T11:46:39.2500000,,,,,,
3807777,BOB WELL NO 3 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.447937,-107.1559,2013-01-29T11:46:44.6700000,,,,,,
3807778,HEALY WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.44945,-107.154482,2013-01-29T12:06:45.8430000,,,,,,
3807779,NICHOLS WELL NO 1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.149384,-106.781089,2019-11-27T10:59:49.3730000,,,,,,
3807780,SKY ISLAND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.314379,-106.981656,2019-11-27T11:00:23.8100000,,,,,,
3807781,IRON BRIDGE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2009-11-30T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,38,,GARFIELD,39.471864,-107.27485,2013-01-29T12:06:35.9370000,,,,,,
3807782,GATEWAY OF S M MESA AUG,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.319071,-106.975422,2019-11-27T11:01:27.5500000,,,,,,
3807783,IRON BRIDGE EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,0,,,5,38,,GARFIELD,39.553408,-107.331519,2015-02-18T12:00:04.7400000,,,,,,
3807784,CORYELL RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2009-11-30T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,38,,GARFIELD,39.419896,-107.239565,2013-01-29T12:06:25.4870000,,,,,,
3807785,GATEWAY OF SM MESA EXCH,,A,OTHER,SNOWMASS CREEK,175217,1.25,,,5,38,,PITKIN,39.314928,-106.982761,2010-10-21T10:30:35.0000000,,,,,,
3807786,TELLER SPRINGS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.460594,-107.279626,2013-01-29T12:06:17.3900000,,,,,,
3807788,DUCK MEADOW AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.343038,-107.191598,2013-01-29T12:06:10.1770000,,,,,,
3807790,CMC AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.474275,-107.234677,2013-01-29T12:06:03.3030000,,,,,,
3807791,RUDD  BLUE CREEK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.401043,-107.131081,2013-01-29T12:05:58.0500000,,,,,,
3807792,RUDD CATTLE CRK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.455593,-107.2585,2013-01-29T12:05:52.9500000,,,,,,
3807793,RED BUTTE RANCH HOA AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.216389,-106.846667,2019-11-27T11:02:31.2870000,,,,,,
3807794,PINE GROVE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.297379,-106.919446,2019-11-27T11:03:28.4430000,,,,,,
3807795,PINE GROVE EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,34.74,,,5,38,,PITKIN,39.296535,-106.919011,2005-03-08T10:06:00.0000000,,,,,,
3807796,TRAUL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.438753,-107.312215,2013-01-29T12:05:40.0670000,,,,,,
3807797,ADC AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.278,-106.958627,2019-11-27T11:04:39.1600000,,,,,,
3807798,ADCOCK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.397452,-107.114388,2013-01-29T12:05:29.9600000,,,,,,
3807799,KODIAK LAKE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.388082,-107.079148,2013-01-29T12:05:24.0570000,,,,,,
3807800,COLE POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.453466,-107.340696,2013-01-29T12:05:19.4770000,,,,,,
3807802,TEAGUE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.448632,-107.153652,2013-01-29T12:05:13.6030000,,,,,,
3807803,STONEHOUSE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.456973,-107.21152,2013-01-29T12:05:08.8800000,,,,,,
3807804,WOODEN DEER AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.422955,-107.177913,2013-01-29T12:05:04.6800000,,,,,,
3807805,HOGAN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.452508,-107.144308,2013-01-29T12:04:59.7970000,,,,,,
3807806,CLARK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.452625,-107.167956,2013-01-29T12:04:54.9800000,,,,,,
3807807,MOSS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.453309,-107.2448,2013-01-29T12:04:49.5100000,,,,,,
3807808,BOB WELL NO.2 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.444993,-107.158412,2013-01-29T12:04:44.4800000,,,,,,
3807809,FISHER CREEK PUMP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.459228,-107.083555,2013-01-29T12:04:39.5670000,,,,,,
3807810,SPRING PARK RANCHES AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.44953,-107.084888,2013-04-09T12:35:49.0870000,,,,,,
3807811,ASPEN COM SCHOOL AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.28262,-106.870959,2017-02-01T13:34:25.2500000,,,,,,
3807812,MCCLOSKEY PONDS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2008-10-31T00:00:00.0000000,2008-10-31T00:00:00.0000000,5,38,,PITKIN,39.204918,-106.800133,2019-11-27T11:05:20.9430000,,,,,,
3807813,LELAND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,,,,2018-02-06T16:02:20.6670000,,,,,,
3807815,JAFFEE WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.255949,-106.881248,2019-11-27T11:06:06.3170000,,,,,,
3807821,TAGERT LAKE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.132554,-106.753108,2019-11-27T11:06:48.1430000,,,,,,
3807822,WHIP WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.46026,-107.20687,2013-01-29T12:04:19.9470000,,,,,,
3807823,BAHARAV WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.456106,-107.196831,2013-01-29T12:04:15.2400000,,,,,,
3807824,LANSBURGH SUB AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.452338,-107.158482,2013-01-29T12:04:10.7770000,,,,,,
3807825,WEISS WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.441445,-107.186741,2013-01-29T12:04:04.2870000,,,,,,
3807826,DEER HILL NO.2 WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.448699,-107.139646,2013-01-29T12:03:58.3170000,,,,,,
3807829,KANE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.213844,-106.876846,2019-11-27T11:07:22.4400000,,,,,,
3807831,BABY BEANS LOT 5 & 6 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.459607,-107.182079,2013-01-29T12:03:46.3130000,,,,,,
3807833,BEAR DANCE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.244702,-106.801869,2019-11-27T11:08:03.2800000,,,,,,
3807834,SMITH/HYDE EXCHANGE,,A,OTHER,CASTLE CREEK,180078,2.75,,,5,38,,PITKIN,39.173865,-106.845384,2012-06-29T14:34:13.2800000,,,,,,
3807835,ROARING RIVER RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.296041,-106.917305,2019-11-27T11:09:06.6930000,,,,,,
3807840,RESNICK LOT A WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.311941,-107.139629,2013-01-29T12:03:36.4670000,,,,,,
3807841,TIEHACK WELL LP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.206735,-106.860547,2019-11-27T11:09:47.0570000,,,,,,
3807842,HOLLAND HILLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.350943,-107.015611,2019-11-27T11:10:37.9600000,,,,,,
3807843,HOLLAND HILLS EXCHANGE,,A,EXCHANGE PLAN,ROARING FORK RIVER,174812,,,,5,38,,PITKIN,39.350943,-107.015611,2012-02-29T12:05:20.2500000,,,,,,
3807844,MAYFLY BEND RANCH AUG PLAN,"BWCD CONTRACT 3.3.5.368, BWCD CONTRACT 3.3.5.537",H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.401073,-107.17846,2013-01-29T12:03:25.9230000,,,,,,
3807845,MAYFLY BEND RANCH EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,0,,,5,38,,GARFIELD,39.553408,-107.331519,2015-02-18T12:00:23.8500000,,,,,,
3807850,LAFARGE WEST INDUSTRIAL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.419415,-107.19211,2013-01-29T12:03:19.2200000,,,,,,
3807851,DORMAN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.353994,-107.205775,2013-01-29T12:03:13.3000000,,,,,,
3807852,DORMAN EXCHANGE,,H,OTHER,CRYSTAL RIVER,174835,5.62,,,5,38,,PITKIN,39.352653,-107.205432,2015-02-18T12:00:29.9800000,,,,,,
3807853,JESSUP EXCHANGE,,H,OTHER,FOURMILE CREEK,174811,2.87,,,5,38,,GARFIELD,39.460995,-107.324062,2015-02-18T12:00:37.6230000,,,,,,
3807854,MOUNTAIN MEADOW WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.364799,-107.196372,2013-01-29T12:03:02.3700000,,,,,,
3807855,MOUNTAIN MEADOW WELL EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,12.86,,,5,38,,GARFIELD,39.418499,-107.236742,2015-02-18T12:00:45.5870000,,,,,,
3807856,PLANTED EARTH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.415976,-107.206889,2013-01-29T12:02:54.6870000,,,,,,
3807857,RES @ W BUTTERMILK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.197786,-106.889218,2019-11-27T11:11:33.6230000,,,,,,
3807858,STILLWATER & PINE LAKE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.179217,-106.800242,2019-11-27T11:12:34.0770000,,,,,,
3807859,STILLWATER & PINE LAKE EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,47.05,,,5,38,,PITKIN,39.178535,-106.800822,2006-02-02T14:28:00.0000000,,,,,,
3807860,CARBONDALE RODEO WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.397484,-107.188062,2013-01-29T12:02:44.6830000,,,,,,
3807861,LAURENCE RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2010-09-30T00:00:00.0000000,2010-09-30T00:00:00.0000000,5,38,,,,,2013-01-29T12:02:40.1800000,,,,,,
3807862,TURNBERRY RANCH POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.474284,-107.139945,2013-01-29T12:02:34.9930000,,,,,,
3807863,ASPCOL/STARWOOD AUG DEPLETION REACH,,A,REACH,HUNTER CREEK,180061,1.6,,,5,38,,PITKIN,39.204915,-106.799828,2013-03-26T12:58:16.6100000,,,,,,
3807864,WOODY CR PASTURES AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.289931,-106.91893,2019-11-27T11:14:37.1370000,,,,,,
3807865,WOODY CR PASTURES EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,35.05,,,5,38,,PITKIN,39.29399,-106.915962,2006-02-09T15:12:00.0000000,,,,,,
3807866,WENDI SMITH RES AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.460087,-107.168072,2013-01-29T12:02:24.0700000,,,,,,
3807867,WEXNER THOMAS CRK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.404622,-107.159386,2013-01-29T12:02:19.1170000,,,,,,
3807868,WEXNER PRINCE CREEK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.30831,-107.144308,2013-01-29T12:02:15.2200000,,,,,,
3807869,JMAR AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.149428,-106.78234,2019-11-27T11:15:21.5270000,,,,,,
3807870,ERONCIG AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.320134,-106.939004,2019-11-27T11:15:52.9000000,,,,,,
3807873,STILLWATER OPEN SPACE ASSOC AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.180552,-106.802702,2019-02-08T11:31:58.7870000,,,,,,
3807874,WHITE HORSE SPRINGS WTR & SAN,,I,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,,,,2020-02-03T10:18:06.5370000,,,,,,
3807875,RED MTN WILLOUGHBY ASSOC  & RMWW AUG,,I,AUGMENTATION/REPLACEMENT PLAN,HUNTER CREEK,171924,,,,5,38,,PITKIN,39.200537,-106.819425,2019-02-07T11:38:05.8900000,,,,,,
3807880,ERONCIG AUG EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,32.63,,,5,38,,PITKIN,39.320801,-106.938965,2012-06-29T10:27:19.4830000,,,,,,
3807881,PANICHI AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.325045,-106.98278,2019-11-27T11:16:32.8730000,,,,,,
3807882,PANICHI AUG EXCHANGE,,A,OTHER,SNOWMASS CREEK,175217,0.52,,,5,38,,PITKIN,39.32499,-106.982837,2006-02-21T11:39:00.0000000,,,,,,
3807883,JOHNSON PRESERVE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.173945,-106.800496,2019-11-27T11:18:12.2100000,,,,,,
3807884,JOHNSON PRESERVE AUG EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,47.48,,,5,38,,PITKIN,39.174387,-106.801677,2012-06-29T14:20:01.2170000,,,,,,
3807885,KUHNE POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.165079,-106.79124,2019-11-27T11:18:59.6230000,,,,,,
3807886,KUHNE POND EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,49.19,,,5,38,,PITKIN,39.162664,-106.788253,2006-02-14T14:28:00.0000000,,,,,,
3807887,MARSHALL WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.135875,-107.263084,2013-01-29T12:01:56.6030000,,,,,,
3807888,WOODY CR VENTURES AUG PLAN,CHAPARRAL ASPEN,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.202701,-106.886728,2019-11-27T11:19:47.3530000,,,,,,
3807889,PITKIN CO AIRPORT AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.227456,-106.866199,2019-11-27T11:20:20.9270000,,,,,,
3807890,PITKIN CO AIRPORT EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,41.69,,,5,38,,PITKIN,39.219033,-106.863443,2006-02-17T13:34:00.0000000,,,,,,
3807891,RFC AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.355479,-107.022035,2015-07-16T10:53:49.9600000,,,,,,
3807892,RFC EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,26.87,,,5,38,,PITKIN,39.356821,-107.022116,2006-02-21T11:23:00.0000000,,,,,,
3807893,BMD AUG PLAN,BUTTERMILK METRO DIST.,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.209316,-106.861328,2019-11-27T11:21:51.8700000,,,,,,
3807894,LANDMARK AUG PLAN,CHALLENGE ASPEN,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.390394,-106.78824,2019-11-27T11:23:01.3330000,,,,,,
3807895,MAROON CR DEVL CORP AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,MAROON CREEK,180007,,,,5,38,,PITKIN,39.18612,-106.854365,2019-02-21T12:57:21.0100000,,,,,,
3807896,EDGERLY AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.304573,-106.985004,2019-11-27T11:23:39.5970000,,,,,,
3807897,EDGERLY EXCHANGE,,A,OTHER,CAPITOL CREEK,175028,0.44,,,5,38,,PITKIN,39.306618,-106.98342,2012-06-29T11:31:13.6730000,,,,,,
3807898,W/J DEPLETION REACH,,A,REACH,ROARING FORK RIVER,174812,38.68,,,5,38,,PITKIN,39.254948,-106.880769,2013-03-20T11:26:00.6500000,,,,,,
3807899,COLLINS SUBD. AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.282596,-106.899697,2019-11-27T11:25:13.7470000,,,,,,
3807900,CITY OF ASPEN AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,,,,2020-02-03T10:18:13.3500000,,,,,,
3807901,CITY OF ASPEN AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,ROARING FORK RIVER,174812,,,,5,38,,PITKIN,39.181276,-106.808278,2019-03-15T10:51:43.1030000,,,,,,
3807905,CHAPMAN EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,31.69,,,5,38,,PITKIN,39.327637,-106.952599,2013-01-15T12:15:11.8430000,,,,,,
3807906,T LAZY 7 WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.164412,-106.880369,2019-11-27T11:25:47.8700000,,,,,,
3807907,PEACE RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.414885,-106.933402,2019-11-27T11:26:28.8300000,,,,,,
3807908,PINYON POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.397169,-107.079012,2013-01-29T12:01:11.4770000,,,,,,
3807909,CAP-K PONDS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.378514,-106.895787,2019-11-27T11:27:26.7100000,,,,,,
3807910,TAYLOR CR WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.393274,-106.943408,2019-11-27T11:28:13.3730000,,,,,,
3807911,DEER PARK WELL 4 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.427864,-107.284622,2013-01-29T12:01:01.6000000,,,,,,
3807912,THORNE EXCHANGE,,A,OTHER,CAPITOL CREEK,175028,1.65,,,5,38,,PITKIN,39.299787,-107.000876,2006-02-27T09:13:00.0000000,,,,,,
3807917,ASPEN HIGHLANDS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.183473,-106.851414,2019-11-27T11:28:56.1200000,,,,,,
3807918,ASPEN HIGHLANDS  EXCH,,A,OTHER,MAROON CREEK,180007,2.27,,,5,38,,PITKIN,39.183603,-106.852875,2006-03-07T15:13:00.0000000,,,,,,
3807919,SPRING VALLEY DEV. AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.502462,-107.225524,2013-01-29T12:00:43.8800000,,,,,,
3807922,SPRING VALLEY DEV. EXCHANGE,,H,OTHER,RED CANYON,174085,0,,,5,38,,GARFIELD,39.519232,-107.323273,2015-02-18T12:00:54.1500000,,,,,,
3807923,MOUNTAIN QUEEN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.153921,-106.787047,2019-11-27T11:29:31.8500000,,,,,,
3807924,ANDLINGER EXCHANGE,,A,MEASURING POINT,SOPRIS CREEK,175033,1.44,,,5,38,,PITKIN,39.255805,-107.07632,2013-03-19T10:36:27.5770000,,,,,,
3807925,BELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.197322,-106.8205,2019-11-27T11:30:18.2870000,,,,,,
3807926,BLATTBERG AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.087118,-106.814757,2019-11-27T11:31:00.5370000,,,,,,
3807927,COLLINS SUBD. EXCHANGE,,A,REACH,ROARING FORK RIVER,174812,36.62,,,5,38,,PITKIN,39.280577,-106.894891,2012-03-21T15:39:38.8100000,,,,,,
3807928,BELL EXCHANGE,,A,EXCHANGE PLAN,ROARING FORK RIVER,174812,,,,5,38,,PITKIN,39.197322,-106.8205,2013-03-19T14:34:29.0000000,,,,,,
3807929,FRY ARK PR RUEDI EXCHANGE,,A,EXCHANGE PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.244401,-106.530537,2021-03-02T21:00:03.3200000,,,,,,
3807930,FRY ARK PR TWIN LAKES EXCHANGE,,A,EXCHANGE PLAN,ROARING FORK RIVER,174812,,,,5,38,,,,,2021-03-02T20:22:38.5470000,,,,,,
3807940,DELISE AUGMENTATION PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.268247,-106.866396,2019-11-27T11:32:02.6700000,,,,,,
3807960,BAIR RANCH EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,,,,5,38,,,,,2015-02-18T12:01:01.3670000,,,,,,
3807979,TAYLOR CR WELL EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,31.69,,,5,38,,EAGLE,39.376331,-106.942602,2008-03-10T08:42:42.2000000,,,,,,
3807980,ROGERS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.292612,-106.910463,2019-11-27T11:33:02.1070000,,,,,,
3807981,ROGERS EXCHANGE,,A,REACH,ROARING FORK RIVER,174812,35.34,,,5,38,,PITKIN,39.292565,-106.910566,2015-05-21T12:22:32.5100000,,,,,,
3807982,BRAUN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.276611,-106.878346,2019-11-27T11:33:55.5100000,,,,,,
3807984,WIEBEN RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.270286,-107.041,2019-11-27T11:34:39.7370000,,,,,,
3807985,WIEBEN RANCH EXCHANGE,,A,REACH,LITTLE ELK CREEK,175027,4.03,,,5,38,,PITKIN,39.269103,-107.036028,2012-03-22T09:02:14.2230000,,,,,,
3807986,NICHOLS FAMILY TRUST AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.377851,-106.885817,2019-11-27T11:35:30.0770000,,,,,,
3807987,NICHOLS FAMILY TRUST EXCHANGE,,A,REACH,FRYINGPAN RIVER,174854,9.54,,,5,38,,EAGLE,39.377851,-106.885817,2012-03-22T10:02:06.1330000,,,,,,
